GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code,opening_year_final,_imputed_flag_year,reserves_initial_EJ
M1879,,China,Dongfeng Coal Mine,,山西兰花集团东峰煤矿有限公司,,https://www.gem.wiki/Dongfeng_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%85%B0%E8%8A%B1%E9%9B%86%E5%9B%A2%E4%B8%9C%E5%B3%B0%E7%85%A4%E7%9F%BF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Lanhua Group Dongfeng Coal Mine Company [100%],E100000127003 [100%],,Shanxi Lanhua Coal Industry Group,China,1.5,,2023,,Underground,Longwall,15.5009,690.0,Exact,2061,Exact,Anthracite,Thermal,,,,,66.0,2023,163.0,44.0,2008,,42,,Qinshui,"Xiadongfeng , Yuancun ship",Jincheng,Shanxi,Eastern Asia,Asia,35.766453,112.773199,Exact,,,,High-gas,2024,,,,,,45.8,0.031,26.2,1.6,2.5,0.9,156,2018,0,
M1965,,China,Huashan Coal Mine,,攀枝花煤业（集团）有限责任公司花山煤矿,,https://www.gem.wiki/Huashan_Coal_Mine,https://www.gem.wiki/%E6%94%80%E6%9E%9D%E8%8A%B1%E7%85%A4%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E8%8A%B1%E5%B1%B1%E7%85%A4%E7%9F%BF,Operating,,,,Panzhihua Coal Industry Group Huashan Coal Mine [100%],E100002010738 [100%],,Sichuan Coal Industry Group,China,1.8,,2021,,Underground,,14.5704,1200.0,Exact,2095,Exact,Bituminous,Met,,,,,113.0,2013,,63.0,1970,,,,Panzhihuas,"No. 11, Taojiadu Huashan Middle Road",Panzhihua,Sichuan,Eastern Asia,Asia,26.59378,101.571885,Exact,Steel Plant,Chongqing Iron & Steel Company,,High-gas,2024,,,,,,37.9,0.025,18.1,1.6,2.1,0.8,156,2016,0,
M1984,,China,Jiayang Coal Mine,,四川嘉阳集团有限责任公司嘉阳煤矿,,https://www.gem.wiki/Jiayang_Coal_Mine,https://www.gem.wiki/%E5%9B%9B%E5%B7%9D%E5%98%89%E9%98%B3%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%98%89%E9%98%B3%E7%85%A4%E7%9F%BF,Operating,,,,Sichuan Jiayang Group Jiayang Coal Mine [100%],E100002009647 [100%],,Sichuan Coal Industry Group,China,1.2,,2021,,Underground,Longwall,24.84,456.0,Estimate,1486,Exact,Bituminous,Met,,,,,39.0,2017,,32.0,1938,,,,,Bagou,Leshan,Sichuan,Eastern Asia,Asia,29.266922,103.81697,Exact,Coal Plant,Jiayang Electric Power Company,,High-gas,2024,,,,,,18.6,0.012,13.3,1.6,1.0,0.4,156,2016,0,
M2038,,China,Longtan Coal Mine,,四川华蓥山龙滩煤电有限责任公司 (龙滩煤矿）,,https://www.gem.wiki/Longtan_Coal_Mine,https://www.gem.wiki/%E5%9B%9B%E5%B7%9D%E5%8D%8E%E8%93%A5%E5%B1%B1%E9%BE%99%E6%BB%A9%E7%85%A4%E7%94%B5%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Sichuan Huayingshan Longtan Coal and Electricity Company [100%],E100002009648 [100%],,Sichuan Coal Industry Group,China,1.5,,2021,,Underground,Longwall,30.26,630.0,Exact,1171,Exact,Bituminous,Met,,,,,91.0,2011,,61.0,2010,,50,2019,,Xiaojing ship,Guang'an,Sichuan,Eastern Asia,Asia,30.556807,106.93023,Exact,,,,Outburst,2024,,,,,Yes,26.4,0.018,15.1,1.6,1.5,0.5,156,2016,0,
M2048,,China,Lvshuidong Coal Mine,,四川省华蓥山煤业股份有限公司绿水洞煤矿,,https://www.gem.wiki/Lvshuidong_Coal_Mine,https://www.gem.wiki/%E5%9B%9B%E5%B7%9D%E7%9C%81%E5%8D%8E%E8%93%A5%E5%B1%B1%E7%85%A4%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BB%BF%E6%B0%B4%E6%B4%9E%E7%85%A4%E7%9F%BF,Operating,,,,Sichuan Huayingshan Coal Industry Company Lvshuidong Coal Mine [100%],E100002009649 [100%],,Sichuan Coal Industry Group,China,1.2,,2021,,Underground,Longwall,24.0881,1020.0,Exact,1658,Exact,Bituminous,Met,,,,,26.0,2014,,21.0,1981,,,,,"No. 40, North Street, Tianchi",Guang'an,Sichuan,Eastern Asia,Asia,30.415184,106.865514,Exact,,,,Outburst,2024,,,,,Yes,24.3,0.016,17.4,1.6,1.3,0.5,156,2016,0,
M2126,,China,Shiping No.1 Coal Mine,,川南煤业泸州古叙煤电有限公司石屏一矿,,https://www.gem.wiki/Shiping_No.1_Coal_Mine,https://www.gem.wiki/%E5%B7%9D%E5%8D%97%E7%85%A4%E4%B8%9A%E6%B3%B8%E5%B7%9E%E5%8F%A4%E5%8F%99%E7%85%A4%E7%94%B5%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%9F%B3%E5%B1%8F%E4%B8%80%E7%9F%BF,Operating,,,,South Sichuan Coal Industry Luzhou Guxu Coal Power Company Shiping No.1 Coal Mine [100%],E100002009635 [100%],,Sichuan Coal Gasification Company,China,1,,2021,,Underground,,15.2219,456.0,Estimate,1047,Estimate,Anthracite,Thermal,,,,,66.0,2017,,66.0,2012,,54,2017,Guxu,"Xiangding , Shiping",Luzhou,Sichuan,Eastern Asia,Asia,28.076036,106.018864,Exact,,,,Outburst,2024,,,,,,27.5,0.018,23.6,1.6,1.5,0.5,156,2016,0,
M2149,,China,Taiping Coal Mine,,四川川煤华荣能源有限责任公司太平煤矿,,https://www.gem.wiki/Taiping_Coal_Mine,https://www.gem.wiki/%E5%9B%9B%E5%B7%9D%E5%B7%9D%E7%85%A4%E5%8D%8E%E8%8D%A3%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A4%AA%E5%B9%B3%E7%85%A4%E7%9F%BF,Operating,,,,Sichuan Chuanmei Huarong Energy Company Taiping Coal Mine [100%],E100002009672 [100%],,Sichuan Coal Industry Group,China,1.2,,2021,,Underground,Longwall,9.6289,1100.0,Exact,2180,Exact,Bituminous,Met,,,,,17.0,2014,,14.0,1969,,,,Panzhihua,Taiping South,Panzhihua,Sichuan,Eastern Asia,Asia,26.593914,101.562157,Exact,Steel Plant,Chongqing Iron & Steel Company,,High-gas,2024,,,,,,24.7,0.017,17.7,1.6,1.4,0.5,156,2016,0,
M1236,,China,Xinwei Coal Mine (Weixin Shaft),,四川芙蓉集团实业有限责任公司新维煤矿,,https://www.gem.wiki/Xinwei_Coal_Mine,https://www.gem.wiki/%E5%9B%9B%E5%B7%9D%E8%8A%99%E8%93%89%E9%9B%86%E5%9B%A2%E5%AE%9E%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%96%B0%E7%BB%B4%E7%85%A4%E7%9F%BF,Operating,,New,,Sichuan Furong Group Industrial Co Ltd [100%],E100000126670 [100%],四川芙蓉集团实业有限责任公司,Sichuan Coal Industry Group,China,1.8,,,,Underground,,44.6317,600.0,Exact,1527,Estimate,Anthracite,Thermal,,,,,101.0,2011,206.0,56.0,2015,,60,2011,,Weixin,Yibin,Sichuan,Eastern Asia,Asia,28.119512,104.685555,Exact,,,,Outburst,2024,,,,,,53.3,0.036,25.4,1.6,2.9,1.1,156,2004,0,
M0188,,China,Buzhaoba Surface Mine,,云南省小龙潭矿务局布沼坝露天矿,,https://www.gem.wiki/Buzhaoba_Surface_Mine,https://www.gem.wiki/%E4%BA%91%E5%8D%97%E7%9C%81%E5%B0%8F%E9%BE%99%E6%BD%AD%E7%9F%BF%E5%8A%A1%E5%B1%80%E5%B8%83%E6%B2%BC%E5%9D%9D%E9%9C%B2%E5%A4%A9%E7%9F%BF,Operating,,,,Yunnan Xiaolongtan Mining Administration [100%],E100002009243 [100%],,Yunnan Xiaolongtan Mining Administration,China,13,,2022,,Surface,Open Pit,9.74,343.0,Exact,1872,Estimate,Lignite,Thermal,,,,,618.0,2022,674.0,48.0,,,,,,,Honghe,Yunnan,Eastern Asia,Asia,23.800855,103.180577,Exact,,,,,,,,,,,51.5,0.035,3.6,1.5,2.8,1.0,156,2017,1,
M3708,,China,Changpo Coal Mine,,楚雄州吕合煤业有限责任公司长坡煤矿,,,https://www.gem.wiki/%E6%A5%9A%E9%9B%84%E5%B7%9E%E5%90%95%E5%90%88%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%95%BF%E5%9D%A1%E7%85%A4%E7%9F%BF,Operating,,,,Chuxiong Prefecture Lvhe Coal Industry Company [100%],E100000127238 [100%],,Chuxiong Prefecture Lvhe Coal Industry Company,China,1.2,,2023,,Surface,Open Pit,1.8974,290.0,Exact,350,Exact,Lignite,Thermal,,,,,8.0,2023,28.0,6.0,2022,,6,2023,Lvhe,Longchuan,Chuxiong,Yunnan,Eastern Asia,Asia,25.15832,101.353745,Exact,,,,,,,,,,,4.3,0.003,3.3,1.5,0.2,0.1,156,2018,0,
M1918,,China,Guanwen Coal Mine,,四川省古叙煤田开发股份有限公司古叙矿区观文煤矿,,https://www.gem.wiki/Guanwen_Coal_Mine,https://www.gem.wiki/%E5%9B%9B%E5%B7%9D%E7%9C%81%E5%8F%A4%E5%8F%99%E7%85%A4%E7%94%B0%E5%BC%80%E5%8F%91%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%A4%E5%8F%99%E7%9F%BF%E5%8C%BA%E8%A7%82%E6%96%87%E7%85%A4%E7%9F%BF,Operating,,,,Sichuan Guxu Coalfield Development Company [100%],E100000126096 [100%],,Sichuan Coal Gasification Company,China,1.2,,2021,,Underground,Longwall,39.38,456.0,Estimate,1116,Estimate,Anthracite,Thermal,,,,,89.0,2017,,74.0,2017,,73,2017,Guxu,Guanwen,Luzhou,Sichuan,Eastern Asia,Asia,27.84578,105.903547,Exact,,,,Outburst,2024,,,,,,32.9,0.022,23.6,1.6,1.8,0.7,156,2016,0,
M2445,,China,Guanyinshan No. 1 Coal Mine,,云南能投威信煤炭有限公司观音山煤矿一井,,https://www.gem.wiki/Guanyinshan_No.1_Coal_Mine,https://www.gem.wiki/%E4%BA%91%E5%8D%97%E8%83%BD%E6%8A%95%E5%A8%81%E4%BF%A1%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%A7%82%E9%9F%B3%E5%B1%B1%E7%85%A4%E7%9F%BF%E4%B8%80%E4%BA%95,Proposed,Construction,Expansion,Stage 2,Yunnan Nengtou Weixin Coal Company [100%],E100002009249 [100%],,Yunnan Energy Investment Group [59.58%]; Power Construction Corporation of China[9.03%]; Yunnan Hehe Group[7.33%]; Yuntianhua Group[4.51%]; Guangdong Hengjian Investment Holding Company[10.01%]; China Huaneng [3.16%]; Others [6.38%],China,0.9,,,,Underground,,28.34,456.0,Estimate,,,Bituminous,Thermal,,,,,152.0,2023,207.0,84.0,,,54,2019,,Linfeng Town,Zhaotong,Yunnan,Eastern Asia,Asia,27.892792,104.873478,Exact,,,,Outburst,2024,,,,,,13.9,0.009,13.3,1.6,0.8,0.3,156,2004,1,
M1319,,China,Linhuan Coal Mine,,淮北矿业股份有限公司临涣煤矿,,https://www.gem.wiki/Linhuan_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%B4%E6%B6%A3%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Huaibei Mining Group,China,2.6,,2023,,Underground,Longwall,49.6624,500.0,Exact,3105,Exact,Bituminous,Met,,,,,199.0,2023,,77.0,1985,,55,2023,Huaibei,Hancun,Huaibei,Anhui,Eastern Asia,Asia,33.633372,116.633803,Exact,Steel Plant,Bao Steel; Ma Steel,,Outburst,2024,,,,,,41.8,0.028,13.8,1.6,2.3,0.8,156,2018,0,
M2043,,China,Luling Coal Mine,,淮北矿业股份有限公司芦岭煤矿,,https://www.gem.wiki/Luling_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%8A%A6%E5%B2%AD%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Huaibei Mining Group,China,2.3,,2023,,Underground,Longwall,19,590.0,Exact,3289,Exact,Bituminous,Met,,,,,94.0,2023,,41.0,1969,,29,2023,Huaibei,Luling,Suzhou,Anhui,Eastern Asia,Asia,33.539305,117.181726,Exact,,,,Outburst,2024,,,,,Yes,39.4,0.026,14.7,1.6,2.2,0.8,156,2018,0,
M1325,,China,Qinan Coal Mine,,淮北矿业股份有限公司祁南煤矿,,https://www.gem.wiki/Qinan_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%A5%81%E5%8D%97%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Huaibei Mining Group,China,2.6,,2023,,Underground,Longwall,58,700.0,Exact,2544,Exact,Bituminous,Met,,,,,238.0,2023,,91.0,2000,,65,2023,Huaibei,Qixian,Suzhou,Anhui,Eastern Asia,Asia,33.433783,117.011502,Exact,,,,Outburst,2024,,,,,,47.2,0.032,15.6,1.6,2.6,0.9,156,2018,0,
M2085,,China,Qingdong Coal Mine,,淮北青东煤业有限公司,,https://www.gem.wiki/Qingdong_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E9%9D%92%E4%B8%9C%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Huaibei Qingdong Coal Industry Company [100%],E100000126889 [100%],,Huaibei Mining Group,China,1.8,,2023,,Underground,Longwall,51.7291,456.0,Estimate,2001,Estimate,Bituminous,Met,,,,,139.0,2023,,77.0,2011,,55,2023,Huaibei,Linhuan,Huaibei,Anhui,Eastern Asia,Asia,33.655554,116.532887,Exact,,,,Outburst,2024,,,,,,27.9,0.019,13.3,1.6,1.5,0.6,156,2018,0,
M0332,,China,Shanxin Village Surface Coal Mine,,云南国能煤电有限公司山心村露天煤矿,,https://www.gem.wiki/Shanxin_Village_Surface_Mine,https://www.gem.wiki/Shanxin_Village_Surface_Mine,Operating,,,,Yunnan Guoneng Coal Power Company [100%],E100000122596 [100%],,Jinshiqi International Holdings Company,China,6,,2022,,Surface,Open Pit,12.65,280.0,Estimate,951,Estimate,Subbituminous,Thermal,,,,,95.0,2018,,16.0,2018,,,,,Xinshao,Honghe,Yunnan,Eastern Asia,Asia,24.221251,103.41029,Exact,,,,,,,,,,,21.0,0.014,3.2,1.5,1.2,0.4,156,2017,0,
M1317,,China,Suntuan Coal Mine,,淮北矿业股份有限公司孙疃煤矿,,https://www.gem.wiki/Suntuan_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%AD%99%E7%96%83%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Huaibei Mining Group,China,2.7,,2023,,Underground,Longwall,43,456.0,Estimate,2296,Exact,Bituminous,Met,,,,,98.0,2023,,36.0,2008,,26,2023,Huaibei,Suntuan,Huaibei,Anhui,Eastern Asia,Asia,33.56936,116.737815,Exact,,,,High-gas,2024,,,,,,41.8,0.028,13.3,1.6,2.3,0.8,156,2018,0,
M2158,,China,Taoyuan Coal Mine,,淮北矿业股份有限公司桃园煤矿,,https://www.gem.wiki/Taoyuan_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%A1%83%E5%9B%AD%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Wanbei Coal & Electrical Group,China,1.75,,2023,,Underground,Longwall,29.4548,600.0,Exact,2274,Exact,Bituminous,Thermal & Met,0.8,0.2,Estimated,2010.0,71.0,2023,,41.0,1995,,29,2023,Huaibei,Beiyangzhai,Suzhou,Anhui,Eastern Asia,Asia,33.531599,117.030593,Exact,,,,Outburst,2024,,,,,,30.2,0.02,14.8,1.6,1.7,0.6,156,2018,0,
M2200,,China,Wobei Coal Mine,,淮北矿业股份有限公司涡北煤矿,,https://www.gem.wiki/Wobei_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B6%A1%E5%8C%97%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Wanbei Coal & Electrical Group,China,1.8,,2023,,Underground,Longwall,17.1786,640.0,Exact,1963,Exact,Bituminous,Met,,,,,40.0,2023,,22.0,2007,,16,2023,Huaibei,Zhabei,Bozhou,Anhui,Eastern Asia,Asia,33.552145,116.195899,Exact,,,,High-gas,2024,,,,,,31.7,0.021,15.1,1.6,1.7,0.6,156,2018,0,
M0392,,China,Xinhu Coal Mine,,安徽省亳州煤业有限公司信湖煤矿,,https://www.gem.wiki/Xinhu_Coal_Mine,https://www.gem.wiki/%E5%AE%89%E5%BE%BD%E7%9C%81%E4%BA%B3%E5%B7%9E%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BF%A1%E6%B9%96%E7%85%A4%E7%9F%BF,Operating,,,,Anhui Bozhou Coal Industry [100%],E100000127258 [100%],,Huaibei Mining Group [51%]; Anhui Coal Geology Bureau [40%]; Others [9%],China,3,,2023,,Underground,Longwall,114.34,456.0,Estimate,3582,Estimate,Bituminous,Met,,,,,370.0,2023,,123.0,2021,,62,2023,,Huagou,Bozhou,Anhui,Eastern Asia,Asia,33.503395,116.085981,Exact,,,,High-gas,2024,,,,,,46.4,0.031,13.3,1.6,2.6,0.9,156,2018,0,
M1238,,China,Xutuan Coal Mine,,淮北矿业股份有限公司许疃煤矿,,https://www.gem.wiki/Xutuan_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%AE%B8%E7%96%83%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Huaibei Mining Group,China,3.5,,2023,,Underground,Longwall,52.6,500.0,Exact,2920,Exact,Bituminous,Met,,,,,169.0,2023,,48.0,2004,,34,2023,Huaibei,Xutuan,Bozhou,Anhui,Eastern Asia,Asia,33.401007,116.710249,Exact,,,,Outburst,2024,,,,,,56.3,0.038,13.8,1.6,3.1,1.1,156,2018,0,
M2253,,China,Yangliu Coal Mine,,淮北杨柳煤业有限公司,,https://www.gem.wiki/Yangliu_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E6%9D%A8%E6%9F%B3%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Huaibei Yangliu Coal Industry [100%],E100000126356 [100%],,Huaibei Mining Group,China,1.8,,2023,,Underground,Longwall,60.1976,600.0,Exact,1787,Exact,Bituminous,Met,,,,,147.0,2023,,82.0,2011,,58,2023,Huaibei,"Niulaotian , Suntuan",Huaibei,Anhui,Eastern Asia,Asia,33.644291,116.74895,Exact,,,,Outburst,2024,,,,,,31.0,0.021,14.8,1.6,1.7,0.6,156,2018,0,
M2281,,China,Yuandian Yijing Coal Mine,,安徽省亳州煤业有限公司袁店一井,,https://www.gem.wiki/Yuandian_Yijing_Coal_Mine,https://www.gem.wiki/%E5%AE%89%E5%BE%BD%E7%9C%81%E4%BA%B3%E5%B7%9E%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%A2%81%E5%BA%97%E4%B8%80%E4%BA%95,Operating,,,,Anhui Bozhou Coal Industry [100%],E100000127258 [100%],,Huaibei Mining Group,China,1.8,,2023,,Underground,Longwall,37.2245,600.0,Exact,1968,Estimate,Bituminous,Met,,,,,138.0,2023,,77.0,2011,,55,2023,Huaibei,Wugou,Huaibei,Anhui,Eastern Asia,Asia,33.568632,116.580212,Exact,,,,Outburst,2024,,,,,,31.0,0.021,14.8,1.6,1.7,0.6,156,2018,0,
M3832,,China,Yunnan Bailongshan Coal Mine No.2 Well,,云南白龙山煤矿二井,,,https://www.gem.wiki/%E4%BA%91%E5%8D%97%E7%99%BD%E9%BE%99%E5%B1%B1%E7%85%A4%E7%9F%BF%E4%BA%8C%E4%BA%95,Proposed,Construction,New,,Huaneng Yunnan Diandong Energy Company [100%],E100000122594 [100%],,China Huaneng Group,China,1.8,,,,Underground,,19.33,456.0,Estimate,,,Anthracite,Thermal,,,,,242.0,2022,461.0,134.0,,,96,2022,Diandong,Shibalianshan,Qujing,Yunnan,Eastern Asia,Asia,25.204722,104.641111,Exact,,,,Outburst,2022,,,,,,49.4,0.033,23.6,1.6,2.7,1.0,156,2004,1,
M2313,,China,Zhuxianzhuang Coal Mine,,淮北矿业股份有限公司朱仙庄煤矿,,https://www.gem.wiki/Zhuxianzhuang_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%9C%B1%E4%BB%99%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Huaibei Mining Group,China,2.4,,2023,,Underground,Longwall,26.3,420.0,Exact,2514,Exact,Bituminous,Met,,,,,86.0,2023,,36.0,1983,,25,2023,Huaibei,Zhuxianzhuang,Suzhou,Anhui,Eastern Asia,Asia,33.615871,117.121778,Exact,,,,Outburst,2024,,,,,,35.8,0.024,12.8,1.6,2.0,0.7,156,2018,0,
M2314,,China,Zhuzhuang Coal Mine,,淮北矿业股份有限公司朱庄煤矿,,https://www.gem.wiki/Zhuzhuang_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%9C%B1%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company [100%],E100000123324 [100%],,Wanbei Coal & Electrical Group,China,1.6,,2023,,Underground,,25.3242,600.0,Exact,2118,Exact,Bituminous,Thermal & Met,0.5,0.5,Estimated,2017.0,12.0,2023,,8.0,1965,,2,2023,Huaibei,Kuangshanji,Huaibei,Anhui,Eastern Asia,Asia,33.969117,116.865417,Exact,,,,High-gas,2024,,,,,,27.6,0.018,14.8,1.6,1.5,0.6,156,2018,0,
M2315,,China,Zouzhuang Coal Mine,,安徽神源煤化工有限公司邹庄煤矿,,https://www.gem.wiki/Zouzhuang_Coal_Mine,https://www.gem.wiki/%E5%AE%89%E5%BE%BD%E7%A5%9E%E6%BA%90%E7%85%A4%E5%8C%96%E5%B7%A5%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%82%B9%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,,,,Anhui Shenyuan Coal Chemical Company [100%],E100000124115 [100%],,Huaibei Mining Group,China,2.4,,2023,,Underground,Longwall,28.0731,720.0,Exact,2881,Estimate,Bituminous,Thermal & Met,0.5,0.5,Estimated,2020.0,119.0,2023,,49.0,2016,,35,2023,Huaibei,"Qianpu , Nanping",Huaibei,Anhui,Eastern Asia,Asia,33.458569,116.871232,Exact,,,,Outburst,2024,,,,,,43.9,0.029,15.7,1.6,2.4,0.9,156,2018,0,
M1911,,China,Fuyuan Hongfa Coal Mine,,富源县宏发恒际煤业有限公司宏发煤矿,,https://www.gem.wiki/Fuyuan_Hongfa_Coal_Mine,https://www.gem.wiki/%E5%AF%8C%E6%BA%90%E5%8E%BF%E8%80%81%E5%8E%82%E9%95%87%E5%AE%8F%E5%8F%91%E7%85%A4%E7%9F%BF,Operating,,,,Fuyuan County Hongfa Hengji Coal Co Ltd. [100%],E100002009794 [100%],,Fuyuan County Laochang Town Hongfa Coal Mine,China,1.8,,2023,,Underground,Longwall,5.6696,600.0,Exact,1370,Estimate,Anthracite,Thermal,,,,,21.0,2023,36.0,12.0,1997,,13,2023,Laochang,Laochang,Qujing,Yunnan,Eastern Asia,Asia,25.164032,104.50323,Exact,Coal Plant,SDIC Qujing Power Generation,,Low-gas,2023,,,,,,53.3,0.036,25.4,1.6,2.9,1.1,156,2018,0,
