GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,Owner GEM Entity ID,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code,opening_year_final,_imputed_flag_year,reserves_initial_EJ
M1841,,China,Chuancao Gedan Coal Mine,,准格尔旗云飞矿业有限责任公司串草圪旦煤矿,,https://www.gem.wiki/Chuancao_Gedan_Coal_Mine,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E4%BA%91%E9%A3%9E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%B2%E8%8D%89%E5%9C%AA%E6%97%A6%E7%85%A4%E7%9F%BF,Operating,,,,Jungar Banner Yunfei Mining Industry Company [100%],E100002010519 [100%],,Kailuan Group,China,2.4,,2024,,Underground,,7.1584,456.0,Estimate,169,Estimate,Bituminous,Thermal,,,,,37.0,2024,71.0,15.0,2009,,12,2024,Jungar,Longkou,Ordos,Inner Mongolia,Eastern Asia,Asia,39.488626,111.361253,Exact,,,,Low-gas,2019,,,,,,37.1,0.025,13.3,1.6,2.1,0.7,156,2019,0,
M3051,,China,Duanwang Ping'an Coal Mine,,山西寿阳段王集团平安煤业有限公司,,https://www.gem.wiki/Duanwang_Ping'an_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%AF%BF%E9%98%B3%E6%AE%B5%E7%8E%8B%E9%9B%86%E5%9B%A2%E5%B9%B3%E5%AE%89%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Shouyang Duanwang Group Ping'an Coal Industry Company [100%],E100000126455 [100%],,Jizhong Energy Group,China,0.9,,2022,,Underground,Longwall,8.43,456.0,Estimate,639,Exact,Anthracite,Thermal,,,,,5.0,2022,21.0,5.0,2000,,5,2022,Qinshui,"Pingshu , Pingshu ship",Jinzhong,Shanxi,Eastern Asia,Asia,37.959383,113.069581,Exact,,,,Low-gas,2024,,,,,,24.7,0.017,23.6,1.6,1.4,0.5,156,2017,0,
M0248,,China,Hongshuliang Coal Mine,,准格尔旗宏丰煤炭运销有限责任公司红树梁煤矿,,https://www.gem.wiki/Hongshuliang_Coal_Mine,https://www.gem.wiki/%E5%87%86%E6%A0%BC%E5%B0%94%E6%97%97%E5%AE%8F%E4%B8%B0%E7%85%A4%E7%82%AD%E8%BF%90%E9%94%80%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%BA%A2%E6%A0%91%E6%A2%81%E7%85%A4%E7%9F%BF,Operating,,,,Inner Mongolia Kailuan Hongfeng Coal Company [100%],E100000126322 [100%],,Kailuan Group [60%]; Inner Mongolia Shengli Resource Group [16%]; Erdos Chunhui Forest Company [12%]; Junggar Juli Cultivation Company [12%],China,10,,2024,,Underground,Longwall,29.69,456.0,Estimate,594,Estimate,Bituminous,Thermal,,,,,421.0,2024,676.0,42.0,2022,,32,2024,,Longkou,Ordos,Inner Mongolia,Eastern Asia,Asia,39.452624,111.290036,Exact,,,,Low-gas,2024,,,,,,154.8,0.104,13.3,1.6,8.6,3.1,156,2019,0,
M1977,,China,Jiadong Coal Mine,鄂尔多斯市东胜区平梁张大银煤矿,鄂尔多斯市嘉东煤业有限公司,,https://www.gem.wiki/Jiadong_Coal_Mine,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%98%89%E4%B8%9C%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Ordos Jiadong Coal Industry Company [100%],E100000126123 [100%],,Jizhong Energy Group,China,2.1,,2022,,Surface,Open Pit,8.4572,75.0,Exact,114,Exact,Bituminous,Thermal,,,,,8.0,2022,10.0,4.0,2015,,4,2022,Dongsheng,Tongchuan,Ordos,Inner Mongolia,Eastern Asia,Asia,39.758949,110.196901,Exact,,,,,,,,,,,9.6,0.006,4.2,1.5,0.5,0.2,156,2017,0,
M1983,,China,Jiaxinde Coal Mine,,鄂尔多斯市嘉信德煤业有限公司煤矿,,https://www.gem.wiki/Jiaxinde_Coal_Mine,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E5%98%89%E4%BF%A1%E5%BE%B7%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,,,,Ordos Jiaxinde Coal Industry Company [100%],E100000127131 [100%],,Jizhong Energy Group,China,3,,2023,,Surface,Open Pit,4.826,350.0,Exact,186,Exact,Bituminous,Thermal,,,,,17.0,2022,78.0,6.0,2011,,8,2022,Dongsheng,Tongchuan,Ordos,Inner Mongolia,Eastern Asia,Asia,39.845356,110.048793,Exact,,,,,,,,,,,38.7,0.026,11.8,1.5,2.1,0.8,156,2018,0,
M2320,,China,Ordos Shengxin Coal Mine,,鄂尔多斯市盛鑫煤业有限责任公司煤矿,,https://www.gem.wiki/Ordos_Shengxin_Coal_Mine,https://www.gem.wiki/%E9%84%82%E5%B0%94%E5%A4%9A%E6%96%AF%E5%B8%82%E7%9B%9B%E9%91%AB%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%85%A4%E7%9F%BF,Operating,,,,Ordos Shengxin Coal Industry Company [100%],E100000126872 [100%],,Jizhong Energy Group,China,1.5,,2022,,Underground,,7.882,456.0,Estimate,196,Exact,Bituminous,Thermal,,,,,39.0,2022,58.0,26.0,2006,,26,2022,Dongsheng,Talahao,Ordos,Inner Mongolia,Eastern Asia,Asia,39.935038,110.01973,Exact,,,,Low-gas,,,,,,,23.2,0.016,13.3,1.6,1.3,0.5,156,2017,0,
M2109,,China,Shanhou Coal Mine,,开滦（集团）蔚州矿业有限责任公司单侯矿,,https://www.gem.wiki/Shanhou_Coal_Mine,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E8%94%9A%E5%B7%9E%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%8D%95%E4%BE%AF%E7%9F%BF,Operating,,,,Kailuan Group Yuzhou Mining Company Shanhou Coal Mine [100%],E100002010527 [100%],,Kailuan Group,China,1.8,,2024,,Underground,Longwall,38.8185,456.0,Estimate,1937,Exact,Bituminous,Thermal,,,,,118.0,2024,291.0,66.0,2009,,30,2024,Zhangjiakou,Yongquanzhuang,Zhangjiakou,Hebei,Eastern Asia,Asia,39.907602,114.50811,Exact,,,,Low-gas,2024,,,,,,27.9,0.019,13.3,1.6,1.5,0.6,156,2019,0,
M3102,,China,Zhangcun Coal Mine No. 4 Well,,冀中能源股份有限公司章村矿四井,,https://www.gem.wiki/Zhangcun_Coal_Mine_No._4_Well,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%AB%A0%E6%9D%91%E7%9F%BF%E5%9B%9B%E4%BA%95,Operating,,,,Jizhong Energy Resources CompanyZhangcun Coal Mine [100%],E100002010499 [100%],,Jizhong Energy Group,China,0.9,,2019,,Underground,Longwall,33.68,100.0,Exact,465,Estimate,Anthracite,Thermal,,,,,,,88.0,,1969,,,,,Yaopo,Xingtai,Hebei,Eastern Asia,Asia,36.859509,114.270854,Exact,,,,Low-gas,2024,,,,,,12.0,0.008,11.4,1.6,0.7,0.2,156,2014,0,
M0164,,China,Anhui Banji Coal Mine,,中煤新集能源股份有限公司板集煤矿,,https://www.gem.wiki/Anhui_Banji_Coal_Mine,https://www.gem.wiki/%E4%B8%AD%E7%85%A4%E6%96%B0%E9%9B%86%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%9D%BF%E9%9B%86%E7%85%A4%E7%9F%BF,Operating,,,,China Coal Xinji Energy [100%],E100000121636 [100%],,China Coal [30%]; China Energy [5%]; Jingneng Power [1%]; Beijing Energy [6%]; Guohua Industry [3%]; Huainan Industial Development Group [7%]; China Shipping [5%],China,3,,2023,,Underground,,33.6,456.0,Estimate,3494,Estimate,Bituminous,Met,,,,,194.0,2024,520.0,65.0,2022,,51,,,Huji,Bozhou,Anhui,Eastern Asia,Asia,32.899945,116.228774,Exact,Coal Plant,Lixin Banji power station,https://www.gem.wiki/Lixin_Banji_power_station,Low-gas,,,,,,,46.4,0.031,13.3,1.6,2.6,0.9,156,2018,0,
M1857,,China,Dashe Coal Mine,,冀中能源峰峰集团有限公司大社矿,,https://www.gem.wiki/Dashe_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E7%A4%BE%E7%9F%BF,Operating,,,,Jizhong Energy Fengfeng Group Dashe Coal Mine [100%],E100002010489 [100%],,Jizhong Energy Group,China,1.5,,2024,,Underground,Longwall,17.02,280.0,Exact,2148,Exact,Bituminous,Thermal,,,,,24.0,2024,,16.0,1959,,16,2024,Hanxing,Dashe,Handan,Hebei,Eastern Asia,Asia,36.536855,114.220905,Exact,Coal Plant,Jizhong Energy,,Outburst,2024,,,,,,18.3,0.012,10.5,1.6,1.0,0.4,156,2019,0,
M1858,,China,Dashucun Coal Mine,,冀中能源峰峰集团有限公司大淑村矿,,https://www.gem.wiki/Dashucun_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%A4%A7%E6%B7%91%E6%9D%91%E7%9F%BF,Operating,,,,Jizhong Energy Fengfeng Group Dashucun Coal Mine [100%],E100002010490 [100%],,Jizhong Energy Group,China,1.5,,2022,,Underground,Longwall,14.5,450.0,Exact,1650,Exact,Anthracite,Thermal,,,,,17.0,2022,107.0,11.0,2003,,11,2022,Hanxing,"Shu , Shucun",Handan,Hebei,Eastern Asia,Asia,36.561036,114.27945,Exact,Coal Plant,Matou power station,https://www.gem.wiki/Matou_power_station,Outburst,2024,,,,,,41.1,0.028,23.5,1.6,2.3,0.8,156,2017,0,
M1868,,China,Dayuan Coal Mine,,山西大远煤业有限公司,,https://www.gem.wiki/Dayuan_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%A4%A7%E8%BF%9C%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,Shanxi Dayuan Coal Industry Company [100%],E100000127129 [100%],,Beijing Tiantian Technology Company,China,1.2,,2024,,Underground,,4.8554,1200.0,Exact,573,Estimate,Bituminous,Met,,,,,24.0,2024,,20.0,1989,,20,2024,Ningwu,"Mutougou , Dujiacun",Xinzhou,Shanxi,Eastern Asia,Asia,38.580719,112.129085,Exact,,,,Low-gas,2024,,,,,,25.3,0.017,18.1,1.6,1.4,0.5,156,2019,0,
M1117,,China,Dongpang Coal Mine,,冀中能源股份有限公司东庞矿,,https://www.gem.wiki/Dongpang_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%9C%E5%BA%9E%E7%9F%BF,Operating,,,,Jizhong Energy Resources Company [100%],E100000122204 [100%],,Jizhong Energy Group,China,3.9,,2022,,Underground,Longwall,44.2963,200.0,Exact,4844,Exact,Bituminous,Met,,,,,39.0,2022,421.0,10.0,1983,,9,2022,,Damengcun,Xingtai,Hebei,Eastern Asia,Asia,37.243212,114.461098,Exact,,,,Outburst,2024,,,,,,39.1,0.026,8.6,1.6,2.2,0.8,156,2017,0,
M3099,,China,Dongpang Coal Mine North Well,,冀中能源股份有限公司东庞矿北井,,https://www.gem.wiki/Dongpang_Coal_Mine_North_Well,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%9C%E5%BA%9E%E7%9F%BF%E5%8C%97%E4%BA%95,Operating,,,,Jizhong Energy Resources CompanyDongpang Coal Mine [100%],E100002010496 [100%],,Jizhong Energy Group,China,0.6,,2022,,Underground,Longwall,,456.0,Estimate,630,Estimate,Bituminous,Met,,,,,,,,,2007,,,,,Wu,Xingtai,Hebei,Eastern Asia,Asia,37.232056,114.417578,Exact,,,,Low-gas,2024,,,,,,9.3,0.006,13.3,1.6,0.5,0.2,156,2017,0,
M3100,,China,Gequan Coal Mine,,冀中能源股份有限公司葛泉矿,,https://www.gem.wiki/Gequan_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%91%9B%E6%B3%89%E7%9F%BF,Operating,,,,Jizhong Energy Resources CompanyGequan Coal Mine [100%],E100002010497 [100%],,Jizhong Energy Group,China,0.95,,2022,,Underground,Longwall,15.13,400.0,Exact,1804,Exact,Bituminous,Thermal & Met,0.5,0.5,Estimated,2022.0,20.0,2022,122.0,21.0,1989,,11,2022,Taihang Mountain East,Shiliting,Xingtai,Hebei,Eastern Asia,Asia,36.951257,114.352222,Exact,Coal Plant,Shahe power station,https://www.gem.wiki/Shahe_power_station,Low-gas,2024,,,,,,13.8,0.009,12.5,1.6,0.8,0.3,156,2017,0,
M3101,,China,Gequan Coal Mine East Well,,冀中能源股份有限公司葛泉矿东井,,https://www.gem.wiki/Gequan_Coal_Mine_East_Well,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%91%9B%E6%B3%89%E7%9F%BF%E4%B8%9C%E4%BA%95,Operating,,,,Jizhong Energy Resources CompanyGequan Coal Mine East Well [100%],E100002010498 [100%],,Jizhong Energy Group,China,0.9,,2022,,Underground,,3.8,300.0,Exact,841,Exact,Bituminous,Thermal & Met,0.5,0.5,Estimated,2022.0,,,,,2007,,,,Taihang Mountain East,"Xiyou , Shiliting",Xingtai,Hebei,Eastern Asia,Asia,36.945414,114.379493,Exact,,Shahe power station,https://www.gem.wiki/Shahe_power_station,Low-gas,2024,,,,,,11.4,0.008,10.9,1.6,0.6,0.2,156,2017,0,
M1923,,China,Guoerzhuang Coal Mine,,冀中能源邯郸矿业集团有限公司郭二庄煤矿,,https://www.gem.wiki/Guoerzhuang_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E9%82%AF%E9%83%B8%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%83%AD%E4%BA%8C%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,,,,Jizhong Energy Handan Mining Group Guoerzhuang Coal Mine [100%],E100002010495 [100%],,Jizhong Energy Group,China,2.4,,2022,,Underground,,40.05,300.0,Exact,1970,Estimate,Anthracite,Thermal,,,,,23.0,2022,190.0,10.0,1946,,10,2022,Hanxing,Kuangshan,Handan,Hebei,Eastern Asia,Asia,36.814045,114.203859,Exact,Coal Plant,Wu'an power station,https://www.gem.wiki/Wu%27an_power_station,Low-gas,2024,,,,,,57.0,0.038,20.4,1.6,3.2,1.1,156,2017,0,
M2010,,China,Jizhong Xin'an Coal Mine,,冀中能源峰峰集团有限公司辛安矿,,https://www.gem.wiki/Jizhong_Xin%27an_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%BE%9B%E5%AE%89%E7%9F%BF,Operating,,,,Jizhong Energy Fengfeng Group Xin'an Coal Mine [100%],E100002010492 [100%],,Jizhong Energy Group,China,1.5,,2024,,Underground,Longwall,15.2807,500.0,Exact,1461,Exact,Bituminous,Met,,,,,6.0,2024,,4.0,1971,,4,2024,Hanxing,Jiecheng,Handan,Hebei,Eastern Asia,Asia,36.340737,114.123909,Exact,,,,High-gas,2024,,,,,,24.1,0.016,13.8,1.6,1.3,0.5,156,2019,0,
M2569,,China,Madiliang Coal Mine,,内蒙古智能煤炭有限责任公司麻地梁煤矿,,https://www.gem.wiki/Madiliang_Coal_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%99%BA%E8%83%BD%E7%85%A4%E7%82%AD%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E9%BA%BB%E5%9C%B0%E6%A2%81%E7%85%A4%E7%9F%BF,Operating,,,,Inner Mongolia Zhineng Coal Company [100%],E100002010420 [100%],内蒙古智能煤炭有限责任公司,Wanbei Coal & Electrical Group [ 53.79%]; Others [46.21%],China,10,,2023,,Underground,,22.03,456.0,Estimate,557,Estimate,Bituminous,Thermal,,,,,405.0,2022,670.0,40.0,2021,,,,,Xuejiawan,Ordos,Inner Mongolia,Eastern Asia,Asia,39.51466,111.197535,Exact,,,,Low-gas,2023,,,,,,154.8,0.104,13.3,1.6,8.6,3.1,156,2018,0,
M1183,,China,New Shanghai No.1 Coal Mine,,内蒙古上海庙矿业有限责任公司新上海一号煤矿,,https://www.gem.wiki/New_Shanghai_No.1_Coal_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E4%B8%8A%E6%B5%B7%E5%BA%99%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%96%B0%E4%B8%8A%E6%B5%B7%E4%B8%80%E5%8F%B7%E7%85%A4%E7%9F%BF,Operating,,,,Inner Mongolia Shanghai Temple Mining Company [100%],E100002010381 [100%],,Shandong Energy [50%]; China National Tobacco Corporation [50%）,China,4,,2024,,Underground,Longwall,26.6,456.0,Estimate,1191,Estimate,Bituminous,Thermal,,,,,284.0,2024,483.0,71.0,2023,,51,2024,,Shanghaimiao,Ordos,Inner Mongolia,Eastern Asia,Asia,38.3227,106.6966,Exact,,,,Low-gas,2023,,,,,,61.9,0.041,13.3,1.6,3.4,1.2,156,2019,0,
M2223,,China,Xingdong Coal Mine,,冀中能源股份有限公司邢东矿,,https://www.gem.wiki/Xingdong_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%82%A2%E4%B8%9C%E7%9F%BF,Operating,,,,Jizhong Energy Company Xingdong Coal Mine [100%],E100002010488 [100%],,Jizhong Energy Group,China,1.25,,2022,,Underground,Longwall,14.5,1100.0,Exact,1592,Exact,Bituminous,Met,,,,,7.0,2022,247.0,6.0,2001,,6,2022,Hanxing,Xianyu,Xingtai,Hebei,Eastern Asia,Asia,37.092102,114.541672,Exact,,,,Low-gas,2024,,,,,,25.8,0.017,17.7,1.6,1.4,0.5,156,2017,0,
M2913,,China,Xintun Coal Mine,,冀中能源峰峰集团有限公司新屯矿,,https://www.gem.wiki/Xintun_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%96%B0%E5%B1%AF%E7%9F%BF,Operating,,,,Jizhong Energy Fengfeng Group Xintun Mine [100%],E100002010493 [100%],,Jizhong Energy Group,China,0.8,,2022,,Underground,Longwall,8.4099,600.0,Exact,1504,Exact,Bituminous,Thermal,,,,,9.0,2024,,11.0,1958,,11,2024,Haxing,Dashe,Handan,Hebei,Eastern Asia,Asia,36.54249,114.237965,Exact,,,,Outburst,2024,,,,,,13.8,0.009,14.8,1.6,0.8,0.3,156,2017,0,
M2252,,China,Yangdong Coal Mine,,冀中能源峰峰集团有限公司羊东矿,,https://www.gem.wiki/Yangdong_Coal_Mine,https://www.gem.wiki/%E5%86%80%E4%B8%AD%E8%83%BD%E6%BA%90%E5%B3%B0%E5%B3%B0%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%BE%8A%E4%B8%9C%E7%9F%BF,Operating,,,,Jizhong Energy Fengfeng Group Yangdong Coal Mine [100%],E100002010494 [100%],,Jizhong Energy Group,China,1.5,,2024,,Underground,,18.6773,700.0,Exact,2642,Exact,Bituminous,Met,,,,,62.0,2024,,41.0,2006,,41,2024,Hanxing,Xinpo,Handan,Hebei,Eastern Asia,Asia,36.477524,114.247101,Exact,,,,Outburst,2024,,,,,,27.3,0.018,15.6,1.6,1.5,0.5,156,2019,0,
M1853,,China,Dameigou Coal Mine,,义马煤业集团青海义海能源有限责任公司大煤沟煤矿,,https://www.gem.wiki/Dameigou_Coal_Mine,https://www.gem.wiki/%E4%B9%89%E9%A9%AC%E7%85%A4%E4%B8%9A%E9%9B%86%E5%9B%A2%E9%9D%92%E6%B5%B7%E4%B9%89%E6%B5%B7%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E5%A4%A7%E7%85%A4%E6%B2%9F%E7%85%A4%E7%9F%BF,Operating,,,,Yima Coal Industry Group Qinghai Yihai Energy Company [100%],E100000127086 [100%],,Yima Coal Industry Group,China,1.3,,2020,,Underground,Longwall,3.7508,456.0,Estimate,856,Exact,Bituminous,Thermal,,,,,36.0,2020,60.0,28.0,2008,,21,2020,Dameigou,Dameigou,Haixi,Qinghai,Eastern Asia,Asia,37.521348,96.023472,Exact,,,,Low-gas,2025,,,,,,20.1,0.013,13.3,1.6,1.1,0.4,156,2015,0,
M1115,,China,Donghuantuo Coal Mine,,开滦（集团）有限责任公司东欢坨矿业分公司,,https://www.gem.wiki/Huantuodong_Coal_Mine,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E4%B8%9C%E6%AC%A2%E5%9D%A8%E7%9F%BF%E4%B8%9A%E5%88%86%E5%85%AC%E5%8F%B8,Operating,,,,Kailuan Group [100%],E100000124069 [100%],,Kailuan Group,China,4.5,,2024,,Underground,Longwall,52.197,456.0,Estimate,3781,Exact,Bituminous,Met,,,,,368.0,2024,596.0,82.0,2000,,59,2024,,Hancheng,Tangshan,Hebei,Eastern Asia,Asia,39.647378,118.002442,Exact,,,,Low-gas,2024,,,,,,69.6,0.047,13.3,1.6,3.8,1.4,156,2019,0,
M1121,,China,Fangezhuang Coal Mine,,开滦能源化工股份有限公司范各庄矿业分公司,,https://www.gem.wiki/Fangezhuang_Coal_Mine,https://www.gem.wiki/%E5%BC%80%E6%BB%A6%E8%83%BD%E6%BA%90%E5%8C%96%E5%B7%A5%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%8C%83%E5%90%84%E5%BA%84%E7%9F%BF%E4%B8%9A%E5%88%86%E5%85%AC%E5%8F%B8,Operating,,,,Kailuan Energy Chemical Company [100%],E100000126327 [100%],,Kailuan Group,China,4.8,,2024,,Underground,Longwall,32.3298,456.0,Estimate,4518,Exact,Bituminous,Met,,,,,162.0,2024,265.0,34.0,1964,,23,2024,,Fangezhuang,Tangshan,Hebei,Eastern Asia,Asia,39.646399,118.432769,Exact,,,,Low-gas,2024,,,,,,74.3,0.05,13.3,1.6,4.1,1.5,156,2019,0,
M2938,,China,Jiangcang No. 1 Coal Mine,,青海中奥能源发展有限公司江仓一号井,,https://www.gem.wiki/Jiangcang_No.1_Coal_Mine,https://www.gem.wiki/青海中奥能源发展有限公司江仓一号井,Cancelled,Construction,New,,Qinghai Zhong Ao Energy Development Company [100%],E100000126726 [100%],,Qinghai Aokai Coal Industry Development Group [49%]; Jizhong Energy Group [48.28%]; China Huarong Asset Management Company [2.72%],China,0.9,,,,Underground,,,456.0,Estimate,75,Exact,Bituminous,Met,,,,,67.0,,,75.0,,,,,Muli,,,Qinghai,Eastern Asia,Asia,38.113457,99.178223,Approximate,,,,,,,,,,,13.9,0.009,13.3,1.6,0.8,0.3,156,2004,1,
M2936,,China,Jiangcang No. 2 Coal Mine,,青海焦煤产业集团有限公司江仓二号井,,https://www.gem.wiki/Jiangcang_No.2_Coal_Mine,https://www.gem.wiki/%E9%9D%92%E6%B5%B7%E7%84%A6%E7%85%A4%E4%BA%A7%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E6%B1%9F%E4%BB%93%E4%BA%8C%E5%8F%B7%E4%BA%95,Cancelled,Construction,New,,Qinghai Coking Coal Industry Group [100%],E100002010450 [100%],,Zhenpeng Yuxiao [Shanghai] Industrial Development Company [98%]; Qinghai Jiesen Group Mineral Resources Exploration and Development Company [2%],China,0.9,,,,Underground,,,456.0,Estimate,,,Bituminous,Met,,,,,,,,,,,,,Muli,,Haixi AP,Qinghai,Eastern Asia,Asia,38.132669,99.143976,Approximate,,,,,,,,,,,13.9,0.009,13.3,1.6,0.8,0.3,156,2004,1,
